"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_again.csv",,,,"Date:","17 Oct 2019 12:50:09 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
17-10 13:35:17,20.579,2.379,77.042,0,0,870354944,64937246720,191029248,1238511616,0,40960,0,10,101127321,51387552,1590,1681,1045,19022,20028,0,3221221376,10,25,0,0,0
17-10 13:35:18,20.583,2.470,76.947,0,0,870510592,64937091072,191029248,1238511616,0,0,0,0,96872146,49219002,1445,1603,928,18307,19091,0,3221221376,10,25,0,0,0
17-10 13:35:19,11.252,1.011,87.737,0,0,870600704,64936996864,191029248,1238515712,0,0,0,0,52148934,26494414,759,864,715,10123,10625,0,3221221376,10,9,0,16,0
17-10 13:35:20,0,0.125,99.875,0,0,870600704,64936996864,191029248,1238515712,0,73728,0,8,478,860,0,0,0,111,203,0,3221221376,10,9,0,16,0
17-10 13:35:21,0,0.063,99.937,0,0,870600704,64936996864,191029248,1238515712,0,0,0,0,879,622,0,0,0,93,154,0,3221221376,10,9,0,16,0
17-10 13:35:22,0.062,0.062,99.875,0,0,870596608,64936996864,191029248,1238519808,0,57344,0,12,366,606,0,0,0,98,166,0,3221221376,10,9,0,16,0
17-10 13:35:23,0.062,0.125,99.813,0,0,870596608,64936996864,191029248,1238519808,0,0,0,0,365,622,0,0,0,107,189,0,3221221376,10,9,0,16,0
17-10 13:35:24,2.503,0.438,97.059,0,0,699617280,65107812352,191029248,1238675456,0,0,0,0,418,949,0,0,0,415,366,0,3221221376,10,9,0,16,0
17-10 13:35:25,0.062,0.062,99.875,0,0,699600896,65107828736,191029248,1238675456,0,0,0,0,759,606,0,0,0,95,166,0,3221221376,10,9,0,16,0
17-10 13:35:26,0.062,0.125,99.812,0,0,699600896,65107828736,191029248,1238675456,0,516096,0,22,821,606,0,0,0,125,184,0,3221221376,10,9,0,16,0
17-10 13:35:27,0,0.063,99.937,0,0,699592704,65107836928,191029248,1238675456,0,499712,0,104,897,852,0,0,0,163,193,0,3221221376,10,9,0,16,0
17-10 13:35:28,0.062,0.062,99.875,0,0,699592704,65107836928,191029248,1238675456,0,0,0,0,246,622,0,0,0,85,146,0,3221221376,10,9,0,16,0
17-10 13:35:29,0.188,0.125,99.688,0,0,700657664,65106771968,191029248,1238675456,0,0,0,0,3597,3341,0,0,0,219,249,0,3221221376,10,10,0,16,0
17-10 13:35:30,1.189,0.563,98.248,0,0,701689856,65105739776,191029248,1238683648,0,0,0,0,9716,151331,0,0,0,866,834,0,3221221376,10,10,0,16,0
17-10 13:35:31,0.063,0.125,99.812,0,0,700243968,65107185664,191029248,1238675456,0,0,0,0,731,1220,0,0,0,212,380,0,3221221376,10,9,0,16,0
17-10 13:35:32,0.062,0.062,99.813,0.062,0,700243968,65107185664,191029248,1238675456,0,1359872,0,284,306,708,0,0,0,223,168,0,3221221376,10,9,0,16,0
17-10 13:35:33,0.062,0.125,99.812,0,0,700243968,65107185664,191029248,1238675456,0,0,0,0,732,1720,0,0,0,108,174,0,3221221376,10,9,0,16,0
17-10 13:35:34,0,0.063,99.937,0,0,700243968,65107185664,191029248,1238675456,0,0,0,0,538,836,0,0,0,88,178,0,3221221376,10,9,0,16,0
17-10 13:35:35,0.062,0.062,99.875,0,0,700243968,65107185664,191029248,1238675456,0,0,0,0,425,606,0,0,0,107,188,0,3221221376,10,9,0,16,0
17-10 13:35:36,1.375,0.625,98,0,0,702468096,65104961536,191029248,1238679552,0,0,0,0,4417,4560,0,0,0,851,671,0,3221221376,10,10,0,16,0
17-10 13:35:37,0.063,0.125,99.812,0,0,700108800,65107324928,191029248,1238671360,0,1171456,0,242,1815,1974,0,0,0,327,421,0,3221221376,10,9,0,16,0
17-10 13:35:38,0.062,0.062,99.875,0,0,700108800,65107324928,191029248,1238671360,0,0,0,0,546,622,0,0,0,93,149,0,3221221376,10,9,0,16,0
17-10 13:35:39,0,0.125,99.875,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,365,606,0,0,0,111,211,0,3221221376,10,9,0,16,0
17-10 13:35:40,0,0.063,99.937,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,813,836,0,0,0,93,153,0,3221221376,10,9,0,16,0
17-10 13:35:41,0.062,0.062,99.875,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,580,606,0,0,0,88,158,0,3221221376,10,9,0,16,0
17-10 13:35:42,0.062,0.062,99.875,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,426,606,0,0,0,85,152,0,3221221376,10,9,0,16,0
17-10 13:35:43,0,0.063,99.937,0,0,700100608,65107333120,191029248,1238671360,0,32768,0,4,665,606,0,0,0,120,199,0,3221221376,10,9,0,16,0
17-10 13:35:44,0,0.063,99.937,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,538,852,0,0,0,102,176,0,3221221376,10,9,0,16,0
17-10 13:35:45,0.062,0.125,99.813,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,365,606,0,0,0,84,143,0,3221221376,10,9,0,16,0
17-10 13:35:46,0,0.063,99.937,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,701,606,0,0,0,90,149,0,3221221376,10,9,0,16,0
17-10 13:35:47,0.062,0.062,99.875,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,477,836,0,0,0,104,185,0,3221221376,10,9,0,16,0
17-10 13:35:48,0,0.063,99.937,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,306,666,0,0,0,84,145,0,3221221376,10,9,0,16,0
17-10 13:35:49,0,0.062,99.875,0.062,0,700100608,65107333120,191029248,1238671360,0,24576,0,4,605,606,0,0,0,108,181,0,3221221376,10,9,0,16,0
17-10 13:35:50,0.062,0.125,99.813,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,238,852,0,0,0,88,150,0,3221221376,10,9,0,16,0
17-10 13:35:51,0,0.063,99.937,0,0,700100608,65107333120,191029248,1238671360,0,0,0,0,425,606,0,0,0,96,173,0,3221221376,10,9,0,16,0
17-10 13:35:52,0,0.125,99.875,0,0,700096512,65107333120,191029248,1238675456,0,0,0,0,581,606,0,0,0,89,155,0,3221221376,10,9,0,16,0
17-10 13:35:53,0.062,0.125,99.813,0,0,700096512,65107333120,191029248,1238675456,0,0,0,0,365,606,0,0,0,90,154,0,3221221376,10,9,0,16,0
17-10 13:35:54,0,0.063,99.937,0,0,700096512,65107333120,191029248,1238675456,0,0,0,0,478,902,0,0,0,103,176,0,3221221376,10,9,0,16,0
17-10 13:35:55,0,0.125,99.875,0,0,700096512,65107333120,191029248,1238675456,0,65536,0,6,425,606,0,0,0,112,191,0,3221221376,10,9,0,16,0
17-10 13:35:56,1.566,0.501,97.932,0,0,701321216,65106100224,191029248,1238683648,0,0,0,0,11483,5808,0,0,0,926,783,0,3221221376,10,10,0,16,0
17-10 13:35:57,0.188,0.188,99.625,0,0,700518400,65106903040,191029248,1238679552,0,0,0,0,16998,5379,0,0,0,394,581,0,3221221376,10,10,0,16,0
17-10 13:35:58,1.438,0.563,97.999,0,0,700022784,65107394560,191029248,1238683648,0,1286144,0,280,24533,4757,0,0,0,1040,907,0,3221221376,10,10,0,16,0
17-10 13:35:59,1.940,0.563,97.497,0,0,699977728,65107595264,191029248,1238515712,0,0,0,0,5572,5887,0,0,0,1170,966,0,3221221376,10,10,0,16,0
17-10 13:36:00,1.503,0.501,97.996,0,0,699695104,65107877888,191029248,1238519808,0,0,0,0,6546,6067,0,0,0,954,931,0,3221221376,10,9,0,16,0
17-10 13:36:01,0.125,0.062,99.750,0.062,0,700076032,65107496960,191029248,1238519808,0,319488,0,10,1898,1951,0,0,0,170,185,0,3221221376,10,10,0,16,0
17-10 13:36:02,15.418,14.357,70.225,0,0,768716800,65038856192,191029248,1238523904,0,0,0,0,5464,5354,0,0,0,2366,1094255,0,3221221376,10,9,0,16,0
17-10 13:36:03,13.722,5.702,80.576,0,0,885911552,64921653248,191029248,1238523904,0,2048000,0,444,1487,1314,0,0,0,2875,440831,0,3221221376,10,9,0,16,0
17-10 13:36:04,0.062,0.062,99.875,0,0,885911552,64921653248,191029248,1238523904,0,0,0,0,778,852,0,0,0,94,158,0,3221221376,10,9,0,16,0
17-10 13:36:05,0,0.063,99.937,0,0,885911552,64921653248,191029248,1238523904,0,0,0,0,1129,606,0,0,0,91,156,0,3221221376,10,9,0,16,0
17-10 13:36:06,0.062,0.062,99.875,0,0,885911552,64921653248,191029248,1238523904,0,180224,0,4,1310,606,0,0,0,106,172,0,3221221376,10,9,0,16,0
17-10 13:36:07,0,0.125,99.875,0,0,885911552,64921653248,191029248,1238523904,0,0,0,0,717,852,0,0,0,119,205,0,3221221376,10,9,0,16,0
17-10 13:36:08,21.073,3.321,75.607,0,0,891461632,64916099072,191029248,1238528000,0,180224,0,40,111767980,56856706,1603,1446,1592,22341,44731,0,3221221376,10,49,0,16,0
17-10 13:36:09,28.892,3.972,67.136,0,0,893087744,64914472960,191029248,1238528000,0,0,0,0,151711907,77108185,2074,1902,2036,29411,56637,0,3221221376,10,49,0,16,0
17-10 13:36:10,30.913,3.856,65.231,0,0,893779968,64913780736,191029248,1238528000,0,0,0,0,165361550,84067653,2169,1954,2212,32143,61257,0,3221221376,10,49,0,16,0
17-10 13:36:11,29.351,3.506,67.143,0,0,894803968,64912756736,191029248,1238528000,0,0,0,0,155096698,78878289,2034,1952,2123,30661,59681,0,3221221376,10,49,0,16,0
17-10 13:36:12,30.198,4.223,65.579,0,0,895053824,64912506880,191029248,1238528000,0,57344,0,4,162323241,82513579,2137,2239,2061,31997,60501,0,3221221376,10,49,0,16,0
17-10 13:36:13,30.779,3.576,65.645,0,0,895782912,64911777792,191029248,1238528000,0,57344,0,14,159335862,81001615,2255,1934,2097,31144,60425,0,3221221376,10,49,0,16,0
17-10 13:36:14,29.852,3.868,66.280,0,0,896102400,64911458304,191029248,1238528000,0,0,0,0,159842674,81238649,2124,2074,2201,30965,60534,0,3221221376,10,49,0,16,0
17-10 13:36:15,32.072,3.849,64.080,0,0,896315392,64911245312,191029248,1238528000,0,0,0,0,170981197,86927892,2201,2128,2322,33360,65508,0,3221221376,10,49,0,16,0
17-10 13:36:16,29.725,3.972,66.304,0,0,897085440,64910475264,191029248,1238528000,0,0,0,0,157408714,80017790,2199,1976,2224,30646,61161,0,3221221376,10,49,0,16,0
17-10 13:36:17,31.370,3.905,64.725,0,0,897462272,64910098432,191029248,1238528000,0,0,0,0,166651100,84744216,2358,2051,2177,32731,64299,0,3221221376,10,49,0,16,0
17-10 13:36:18,31.078,4.467,64.454,0,0,897654784,64909905920,191029248,1238528000,0,73728,0,14,165508946,84151367,2248,2010,2030,32293,64359,0,3221221376,10,49,0,16,0
17-10 13:36:19,11.349,1.576,87.074,0,0,891838464,64915718144,191029248,1238532096,0,0,0,0,62247811,31646524,816,750,953,12895,28059,0,3221221376,10,9,0,56,0
17-10 13:36:20,0,0.063,99.937,0,0,891834368,64915718144,191029248,1238536192,0,0,0,0,298,860,1,0,0,86,157,0,3221221376,10,9,0,56,0
17-10 13:36:21,0,0.063,99.937,0,0,891834368,64915718144,191029248,1238536192,0,0,0,0,485,614,0,0,0,95,156,0,3221221376,10,9,0,40,0
17-10 13:36:22,0.062,0.125,99.813,0,0,891834368,64915718144,191029248,1238536192,0,0,0,0,795,606,0,0,0,96,173,0,3221221376,10,9,0,40,0
17-10 13:36:23,0,0.125,99.875,0,0,891834368,64915718144,191029248,1238536192,0,122880,0,14,305,606,0,0,0,116,201,0,3221221376,10,9,0,40,0
17-10 13:36:24,2.438,0.375,97.188,0,0,700694528,65106604032,191029248,1238781952,0,0,0,0,358,965,0,0,0,420,376,0,3221221376,10,9,0,40,0
17-10 13:36:25,0.062,0.125,99.812,0,0,700694528,65106604032,191029248,1238781952,0,0,0,0,1283,834,0,0,0,130,187,0,3221221376,10,9,0,40,0
17-10 13:36:26,0,0.063,99.937,0,0,700694528,65106604032,191029248,1238781952,0,0,0,0,186,606,0,0,0,99,166,0,3221221376,10,9,0,40,0
17-10 13:36:27,0.062,0.062,99.875,0,0,700686336,65106612224,191029248,1238781952,0,0,0,0,897,836,0,0,0,117,200,0,3221221376,10,9,0,40,0
17-10 13:36:28,0.062,0.125,99.750,0.062,0,700686336,65106612224,191029248,1238781952,0,999424,0,96,306,708,0,0,0,128,169,0,3221221376,10,9,0,40,0
17-10 13:36:29,1.189,0.313,98.498,0,0,704356352,65102942208,191029248,1238790144,0,0,0,0,4476,4942,0,0,0,492,513,0,3221221376,10,10,0,40,0
17-10 13:36:30,1.127,0.376,98.497,0,0,701079552,65106219008,191029248,1238790144,0,0,0,0,12864,249708,0,0,0,779,713,0,3221221376,10,9,1,40,0
17-10 13:36:31,0.062,0.062,99.875,0,0,700157952,65107132416,191029248,1238781952,0,0,0,0,928,684,0,0,0,161,235,0,3221221376,10,9,0,40,0
17-10 13:36:32,0,0.125,99.875,0,0,700141568,65107148800,191029248,1238781952,0,0,0,0,606,606,0,0,0,102,176,0,3221221376,10,9,0,40,0
17-10 13:36:33,0.062,0.125,99.813,0,0,700141568,65107148800,191029248,1238781952,0,0,0,0,923,606,0,0,0,104,177,0,3221221376,10,9,0,40,0
17-10 13:36:34,0,0.125,99.875,0,0,700141568,65107148800,191029248,1238781952,0,1417216,0,302,1028,836,0,0,0,253,181,0,3221221376,10,9,0,40,0
17-10 13:36:35,0,0.062,99.938,0,0,700141568,65107148800,191029248,1238781952,0,0,0,0,365,622,0,0,0,99,181,0,3221221376,10,9,0,40,0
17-10 13:36:36,1.439,0.626,97.935,0,0,699756544,65107542016,191029248,1238777856,0,0,0,0,5455,5698,0,0,0,1002,878,0,3221221376,10,9,0,40,0
17-10 13:36:37,0.062,0.062,99.875,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,1661,836,0,0,0,121,201,0,3221221376,10,9,0,40,0
17-10 13:36:38,0.062,0.062,99.875,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,486,606,0,0,0,87,149,0,3221221376,10,9,0,40,0
17-10 13:36:39,0,0.062,99.875,0.062,0,699723776,65107574784,191029248,1238773760,0,1261568,0,264,485,606,0,0,0,230,216,0,3221221376,10,9,0,40,0
17-10 13:36:40,0,0.125,99.875,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,478,852,0,0,0,88,154,0,3221221376,10,9,0,40,0
17-10 13:36:41,0.062,0.062,99.875,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,545,606,0,0,0,86,147,0,3221221376,10,9,0,40,0
17-10 13:36:42,0.062,0.062,99.875,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,186,606,0,0,0,94,167,0,3221221376,10,9,0,40,0
17-10 13:36:43,0.062,0.125,99.813,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,640,606,0,0,0,112,195,0,3221221376,10,9,0,40,0
17-10 13:36:44,0,0.063,99.937,0,0,699723776,65107574784,191029248,1238773760,0,57344,0,10,478,836,0,0,0,102,165,0,3221221376,10,9,0,40,0
17-10 13:36:45,0.062,0.062,99.875,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,880,622,0,0,0,91,154,0,3221221376,10,9,0,40,0
17-10 13:36:46,0,0.063,99.937,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,606,606,0,0,0,87,143,0,3221221376,10,9,0,40,0
17-10 13:36:47,0,0.063,99.937,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,537,836,0,0,0,116,221,0,3221221376,10,9,0,40,0
17-10 13:36:48,0.062,0.125,99.813,0,0,699723776,65107574784,191029248,1238773760,0,0,0,0,246,606,0,0,0,83,143,0,3221221376,10,9,0,40,0
17-10 13:36:49,0,0.063,99.875,0.063,0,699723776,65107574784,191029248,1238773760,0,57344,0,10,880,606,0,0,0,107,168,0,3221221376,10,9,0,40,0
17-10 13:36:50,0.062,0.062,99.875,0,0,699719680,65107574784,191029248,1238777856,0,0,0,0,478,852,0,0,0,87,156,0,3221221376,10,9,0,40,0
17-10 13:36:51,0,0.063,99.937,0,0,699719680,65107574784,191029248,1238777856,0,0,0,0,725,606,0,0,0,107,179,0,3221221376,10,9,0,40,0
17-10 13:36:52,0.062,0.062,99.875,0,0,699719680,65107574784,191029248,1238777856,0,0,0,0,246,606,0,0,0,109,175,0,3221221376,10,9,0,40,0
17-10 13:36:53,0,0.125,99.875,0,0,699719680,65107574784,191029248,1238777856,0,0,0,0,425,606,0,0,0,110,154,0,3221221376,10,9,0,40,0
17-10 13:36:54,0.063,0.063,99.875,0,0,699719680,65107574784,191029248,1238777856,0,90112,0,10,538,836,0,0,0,109,156,0,3221221376,10,9,0,40,0
17-10 13:36:55,0.125,0.125,99.750,0,0,700243968,65107050496,191029248,1238777856,0,0,0,0,2240,2607,0,0,0,190,217,0,3221221376,10,10,0,40,0
17-10 13:36:56,1.689,0.688,97.624,0,0,701648896,65105641472,191029248,1238790144,0,0,0,0,10499,4149,0,0,0,942,800,0,3221221376,10,10,0,40,0
17-10 13:36:57,0.250,0.125,99.625,0,0,700837888,65106452480,191029248,1238786048,0,0,0,0,13832,6545,0,0,0,389,570,0,3221221376,10,10,0,40,0
17-10 13:36:58,1.752,0.626,97.622,0,0,700571648,65106710528,191029248,1238781952,0,0,0,0,25895,5794,0,0,0,1095,933,0,3221221376,10,10,0,40,0
17-10 13:36:59,1.752,0.688,97.559,0,0,701009920,65106526208,191029248,1238528000,0,2220032,0,442,5806,5776,0,0,0,1303,964,0,3221221376,10,10,0,40,0
17-10 13:37:00,1.501,0.688,97.811,0,0,700272640,65107255296,191029248,1238528000,0,0,0,0,4294,4671,0,0,0,1037,929,0,3221221376,10,9,0,40,0
17-10 13:37:01,0.063,0.063,99.875,0,0,700796928,65106731008,191029248,1238528000,0,0,0,0,2734,2073,0,0,0,175,192,0,3221221376,10,10,0,40,0
17-10 13:37:02,18.660,17.220,64.120,0,0,786731008,65020796928,191029248,1238536192,0,0,0,0,4892,4178,0,0,0,2594,1264605,0,3221221376,10,9,0,40,0
17-10 13:37:03,10.576,0.688,88.736,0,0,907227136,64900296704,191029248,1238540288,0,0,0,0,948,606,0,0,0,2213,1795,0,3221221376,10,9,0,40,0
17-10 13:37:04,0.062,0.062,99.812,0.062,0,907227136,64900296704,191029248,1238540288,0,1597440,0,320,632,836,0,0,0,242,194,0,3221221376,10,9,0,40,0
17-10 13:37:05,0.062,0.062,99.875,0,0,907227136,64900296704,191029248,1238540288,0,0,0,0,305,622,0,0,0,85,151,0,3221221376,10,9,0,40,0
17-10 13:37:06,0,0.063,99.937,0,0,907227136,64900296704,191029248,1238540288,0,0,0,0,735,606,0,0,0,94,167,0,3221221376,10,9,0,40,0
17-10 13:37:07,0,0.125,99.875,0,0,907227136,64900296704,191029248,1238540288,0,0,0,0,1101,836,0,0,0,125,234,0,3221221376,10,9,0,40,0
17-10 13:37:08,24.347,3.314,72.339,0,0,914841600,64892678144,191029248,1238544384,0,0,0,0,122551506,62334950,1445,1560,1298,24725,58804,0,3221221376,10,73,0,40,0
17-10 13:37:09,33.738,4.792,61.470,0,0,916463616,64891056128,191029248,1238544384,0,270336,0,48,183632997,93339557,2129,2283,1793,36271,87240,0,3221221376,10,73,0,40,0
17-10 13:37:10,34.949,5.038,60.013,0,0,918142976,64889376768,191029248,1238544384,0,0,0,0,191550798,97418425,2197,2297,1917,38140,95623,0,3221221376,10,73,0,40,0
17-10 13:37:11,33.505,5.036,61.459,0,0,919162880,64888356864,191029248,1238544384,0,0,0,0,186674399,94914310,2171,2317,1970,37074,92511,0,3221221376,10,73,0,40,0
17-10 13:37:12,34.324,4.525,61.151,0,0,920023040,64887496704,191029248,1238544384,0,0,0,0,189161774,96208402,2239,2338,1824,37759,93466,0,3221221376,10,73,0,40,0
17-10 13:37:13,34.187,5.506,60.307,0,0,920690688,64886829056,191029248,1238544384,0,0,0,0,191671450,97457938,2214,2337,1918,38070,92870,0,3221221376,10,73,0,40,0
17-10 13:37:14,33.290,4.439,62.272,0,0,921063424,64886448128,191029248,1238544384,0,0,0,0,187300523,95217212,2154,2316,1890,37026,91522,0,3221221376,10,73,0,40,0
17-10 13:37:15,34.487,4.744,60.769,0,0,921317376,64886194176,191029248,1238544384,0,122880,0,20,191646123,97418271,2222,2456,1941,37984,93448,0,3221221376,10,73,0,40,0
17-10 13:37:16,33.504,5.830,60.666,0,0,921825280,64885686272,191029248,1238544384,0,0,0,0,189255616,96252340,2221,2283,1964,37697,92212,0,3221221376,10,73,0,40,0
17-10 13:37:17,34.195,4.913,60.892,0,0,923492352,64884019200,191029248,1238544384,0,0,0,0,191577398,97414836,2121,2354,1904,38174,93817,0,3221221376,10,73,0,40,0
17-10 13:37:18,34.079,5.179,60.742,0,0,923791360,64883716096,191029248,1238548480,0,0,0,0,187295810,95248381,2112,2290,1891,37407,92370,0,3221221376,10,73,0,40,0
17-10 13:37:19,9.956,1.816,88.228,0,0,908738560,64898764800,191029248,1238552576,0,0,0,0,53978761,27445274,680,653,510,11588,28724,0,3221221376,10,9,0,104,0
17-10 13:37:20,0,0.125,99.812,0.062,0,908611584,64898891776,191029248,1238552576,0,122880,0,14,418,860,0,1,0,116,184,0,3221221376,10,9,0,64,0
17-10 13:37:21,0,0.063,99.937,0,0,908611584,64898891776,191029248,1238552576,0,0,0,0,485,630,0,0,0,87,149,0,3221221376,10,9,0,64,0
17-10 13:37:22,0.062,0.125,99.813,0,0,908611584,64898891776,191029248,1238552576,0,0,0,0,641,606,0,0,0,91,157,0,3221221376,10,9,0,64,0
17-10 13:37:23,0.062,0.062,99.875,0,0,908611584,64898891776,191029248,1238552576,0,0,0,0,665,606,0,0,0,112,188,0,3221221376,10,9,0,64,0
17-10 13:37:24,2.502,0.375,97.123,0,0,700526592,65106690048,191029248,1238831104,0,0,0,0,724,1183,0,0,0,406,369,0,3221221376,10,9,0,64,0
17-10 13:37:25,0.062,0.125,99.812,0,0,700526592,65106690048,191029248,1238831104,0,1220608,0,128,851,1770,0,0,0,151,178,0,3221221376,10,9,0,64,0
17-10 13:37:26,0,0.063,99.937,0,0,700518400,65106698240,191029248,1238831104,0,0,0,0,580,622,0,0,0,98,173,0,3221221376,10,9,0,64,0
17-10 13:37:27,0,0.125,99.875,0,0,700518400,65106698240,191029248,1238831104,0,0,0,0,992,836,0,0,0,111,189,0,3221221376,10,9,0,64,0
17-10 13:37:28,0,0.063,99.937,0,0,700518400,65106698240,191029248,1238831104,0,0,0,0,666,606,0,0,0,91,147,0,3221221376,10,9,0,64,0
17-10 13:37:29,1.500,0.688,97.812,0,0,707461120,65099755520,191029248,1238831104,0,0,0,0,4530,3828,0,0,0,793,643,0,3221221376,10,10,0,64,0
17-10 13:37:30,0.125,0.375,99.437,0.063,0,700854272,65106362368,191029248,1238835200,0,843776,0,176,15258,286320,0,0,0,776,640,0,3221221376,10,9,0,64,0
17-10 13:37:31,0.062,0.125,99.813,0,0,700526592,65106690048,191029248,1238831104,0,0,0,0,823,1108,0,0,0,116,197,0,3221221376,10,9,0,64,0
17-10 13:37:32,0,0.125,99.875,0,0,700526592,65106690048,191029248,1238831104,0,0,0,0,246,606,0,0,0,82,147,0,3221221376,10,9,0,64,0
17-10 13:37:33,0,0.125,99.875,0,0,700526592,65106690048,191029248,1238831104,0,0,0,0,768,606,0,0,0,104,170,0,3221221376,10,9,0,64,0
17-10 13:37:34,0.062,0.062,99.875,0,0,700493824,65106722816,191029248,1238831104,0,0,0,0,873,836,0,0,0,105,195,0,3221221376,10,9,0,64,0
17-10 13:37:35,0,0.125,99.875,0,0,700493824,65106722816,191029248,1238831104,0,991232,0,202,699,606,0,0,0,211,221,0,3221221376,10,9,0,64,0
17-10 13:37:36,1.251,0.813,97.936,0,0,700149760,65107075072,191029248,1238822912,0,0,0,0,5335,5714,0,0,0,1043,897,0,3221221376,10,9,0,64,0
17-10 13:37:37,0.062,0.125,99.812,0,0,700174336,65107050496,191029248,1238822912,0,0,0,0,1891,836,0,0,0,135,189,0,3221221376,10,9,0,64,0
17-10 13:37:38,0,0.063,99.937,0,0,700174336,65107050496,191029248,1238822912,0,0,0,0,1421,606,0,0,0,108,160,0,3221221376,10,9,0,64,0
17-10 13:37:39,0.062,0.062,99.875,0,0,700149760,65107075072,191029248,1238822912,0,0,0,0,1403,1212,0,0,0,129,215,0,3221221376,10,9,0,64,0
17-10 13:37:40,0,0.125,99.812,0.062,0,700149760,65107075072,191029248,1238822912,0,1302528,0,262,778,836,0,0,0,218,173,0,3221221376,10,9,0,64,0
17-10 13:37:41,0,0.125,99.875,0,0,700149760,65107075072,191029248,1238822912,0,0,0,0,725,622,0,0,0,100,160,0,3221221376,10,9,0,64,0
17-10 13:37:42,0.062,0.062,99.875,0,0,700149760,65107075072,191029248,1238822912,0,0,0,0,1866,606,0,0,0,108,147,0,3221221376,10,9,0,64,0
17-10 13:37:43,0,0.125,99.875,0,0,700149760,65107075072,191029248,1238822912,0,0,0,0,425,606,0,0,0,109,189,0,3221221376,10,9,0,64,0
17-10 13:37:44,0.062,0.062,99.875,0,0,700149760,65107075072,191029248,1238822912,0,0,0,0,958,836,0,0,0,109,175,0,3221221376,10,9,0,64,0
17-10 13:37:45,0,0.125,99.875,0,0,700149760,65107075072,191029248,1238822912,0,57344,0,10,305,606,0,0,0,90,160,0,3221221376,10,9,0,64,0
17-10 13:37:46,0,0.125,99.875,0,0,700149760,65107075072,191029248,1238822912,0,0,0,0,66,622,0,0,0,82,149,0,3221221376,10,9,0,64,0
17-10 13:37:47,0.125,0.062,99.813,0,0,700145664,65107075072,191029248,1238827008,0,0,0,0,812,836,0,0,0,109,193,0,3221221376,10,9,0,64,0
17-10 13:37:48,0,0.125,99.875,0,0,700145664,65107075072,191029248,1238827008,0,0,0,0,461,606,0,0,0,88,155,0,3221221376,10,9,0,64,0
17-10 13:37:49,0.062,0.062,99.875,0,0,700145664,65107075072,191029248,1238827008,0,0,0,0,245,606,0,0,0,92,169,0,3221221376,10,9,0,64,0
17-10 13:37:50,0,0.125,99.813,0.062,0,700145664,65107075072,191029248,1238827008,0,90112,0,10,298,836,0,0,0,90,161,0,3221221376,10,9,0,64,0
17-10 13:37:51,0,0.125,99.875,0,0,700145664,65107075072,191029248,1238827008,0,0,0,0,365,622,0,0,0,113,189,0,3221221376,10,9,0,64,0
17-10 13:37:52,0,0.063,99.937,0,0,700145664,65107075072,191029248,1238827008,0,0,0,0,126,708,0,0,0,81,147,0,3221221376,10,9,0,64,0
17-10 13:37:53,0.062,0.125,99.813,0,0,700145664,65107075072,191029248,1238827008,0,0,0,0,311,1704,0,0,0,91,153,0,3221221376,10,9,0,64,0
17-10 13:37:54,0,0.063,99.937,0,0,700145664,65107075072,191029248,1238827008,0,0,0,0,693,836,0,0,0,103,179,0,3221221376,10,9,0,64,0
17-10 13:37:55,0,0.125,99.875,0,0,700145664,65107075072,191029248,1238827008,0,81920,0,16,245,606,0,0,0,109,187,0,3221221376,10,9,0,64,0
17-10 13:37:56,0.062,0.125,99.812,0,0,700788736,65106432000,191029248,1238827008,0,0,0,0,2187,2089,0,0,0,171,172,0,3221221376,10,10,0,64,0
